C:\AI\TrainRTX5070_60min\train.py:90: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\c10/cuda/CUDAAllocatorConfig.h:39.)
  a = torch.randn(n, n, device=device, dtype=dtype)
W0326 09:25:28.553000 33636 .venv\Lib\site-packages\torch\distributed\elastic\multiprocessing\redirects.py:29] NOTE: Redirects are currently not supported in Windows or MacOs.
torch.compile enabled.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 5070
GPU VRAM: 11.9 GB
GPU CC: 12.0
GPU profile: blackwell-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
GPU peak FLOPS: 66.0 TFLOPS (torch.bfloat16, measured)
Vocab size: 50,257
Dataset: climbmix
Attention backend: sdpa
torch.compile: enabled
Trying train candidate: batch_size=4, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 50257, 'n_layer': 16, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL', 'short_window': 256, 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 38,597,376
  value_emb               : 38,597,376
  lm_head                 : 38,597,376
  transformer_matrices    : 113,247,360
  scalars                 : 32
  total                   : 229,039,520
Estimated FLOPs per token: 1.014877e+09
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
MXFP8 cuBLAS training enabled (skipped layers with dims not divisible by 32)
Time budget: 3600s
Gradient accumulation steps: 16
step 00000 (0.0%) | loss: 10.825375 | lrm: 0.00 | dt: 127719ms | tok/sec: 1,026 | mfu: 1.6% | epoch: 1 | remaining: 3600s    
step 00391 (26.3%) | loss: 3.225787 | lrm: 1.00 | dt: 2499ms | tok/sec: 52,454 | mfu: 80.6% | epoch: 1 | remaining: 2650s    
step 00392 (26.4%) | loss: 3.185766 | lrm: 1.00 | dt: 2490ms | tok/sec: 52,646 | mfu: 80.9% | epoch: 1 | remaining: 2647s    
step 00393 (26.5%) | loss: 3.175477 | lrm: 1.00 | dt: 2483ms | tok/sec: 52,789 | mfu: 81.1% | epoch: 1 | remaining: 2645s    
step 00394 (26.5%) | loss: 3.252435 | lrm: 1.00 | dt: 2481ms | tok/sec: 52,824 | mfu: 81.2% | epoch: 1 | remaining: 2642s    
step 00395 (26.6%) | loss: 3.258522 | lrm: 1.00 | dt: 2484ms | tok/sec: 52,771 | mfu: 81.1% | epoch: 1 | remaining: 2640s    
step 00396 (26.7%) | loss: 3.236161 | lrm: 1.00 | dt: 2487ms | tok/sec: 52,696 | mfu: 81.0% | epoch: 1 | remaining: 2637s    
step 00397 (26.7%) | loss: 3.263853 | lrm: 1.00 | dt: 2493ms | tok/sec: 52,579 | mfu: 80.8% | epoch: 1 | remaining: 2635s    
step 00398 (26.8%) | loss: 3.262480 | lrm: 1.00 | dt: 2550ms | tok/sec: 51,409 | mfu: 79.0% | epoch: 1 | remaining: 2632s    
step 00399 (26.9%) | loss: 3.215972 | lrm: 1.00 | dt: 2502ms | tok/sec: 52,392 | mfu: 80.5% | epoch: 1 | remaining: 2630s    
step 00400 (27.0%) | loss: 3.190381 | lrm: 1.00 | dt: 2503ms | tok/sec: 52,365 | mfu: 80.5% | epoch: 1 | remaining: 2627s    
step 00401 (27.0%) | loss: 3.147587 | lrm: 1.00 | dt: 2505ms | tok/sec: 52,323 | mfu: 80.4% | epoch: 1 | remaining: 2625s    
step 00402 (27.1%) | loss: 3.146003 | lrm: 1.00 | dt: 2542ms | tok/sec: 51,561 | mfu: 79.2% | epoch: 1 | remaining: 2622s    
step 00403 (27.2%) | loss: 3.170628 | lrm: 1.00 | dt: 2531ms | tok/sec: 51,785 | mfu: 79.6% | epoch: 1 | remaining: 2619s    
step 00404 (27.2%) | loss: 3.213531 | lrm: 1.00 | dt: 2510ms | tok/sec: 52,212 | mfu: 80.2% | epoch: 1 | remaining: 2617s    
step 00405 (27.3%) | loss: 3.156147 | lrm: 1.00 | dt: 2449ms | tok/sec: 53,526 | mfu: 82.3% | epoch: 1 | remaining: 2615s    
step 00406 (27.4%) | loss: 3.134954 | lrm: 1.00 | dt: 2524ms | tok/sec: 51,925 | mfu: 79.8% | epoch: 1 | remaining: 2612s    
step 00407 (27.4%) | loss: 3.121573 | lrm: 1.00 | dt: 2494ms | tok/sec: 52,552 | mfu: 80.8% | epoch: 1 | remaining: 2609s    
step 00408 (27.5%) | loss: 3.161581 | lrm: 1.00 | dt: 2507ms | tok/sec: 52,273 | mfu: 80.3% | epoch: 1 | remaining: 2607s    
step 00409 (27.6%) | loss: 3.181926 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,663 | mfu: 80.9% | epoch: 1 | remaining: 2604s    
step 00410 (27.7%) | loss: 3.160876 | lrm: 1.00 | dt: 2492ms | tok/sec: 52,602 | mfu: 80.8% | epoch: 1 | remaining: 2602s    
step 00411 (27.7%) | loss: 3.141278 | lrm: 1.00 | dt: 2456ms | tok/sec: 53,374 | mfu: 82.0% | epoch: 1 | remaining: 2600s    
step 00412 (27.8%) | loss: 3.121737 | lrm: 1.00 | dt: 2548ms | tok/sec: 51,445 | mfu: 79.1% | epoch: 1 | remaining: 2597s    
step 00413 (27.9%) | loss: 3.084117 | lrm: 1.00 | dt: 2556ms | tok/sec: 51,283 | mfu: 78.8% | epoch: 1 | remaining: 2594s    
step 00414 (27.9%) | loss: 3.148549 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,684 | mfu: 79.4% | epoch: 1 | remaining: 2592s    
step 00415 (28.0%) | loss: 3.108593 | lrm: 1.00 | dt: 2540ms | tok/sec: 51,593 | mfu: 79.3% | epoch: 1 | remaining: 2589s    
step 00416 (28.1%) | loss: 3.144329 | lrm: 1.00 | dt: 2577ms | tok/sec: 50,868 | mfu: 78.2% | epoch: 1 | remaining: 2587s    
step 00417 (28.1%) | loss: 3.181723 | lrm: 1.00 | dt: 2557ms | tok/sec: 51,259 | mfu: 78.8% | epoch: 1 | remaining: 2584s    
step 00418 (28.2%) | loss: 3.105022 | lrm: 1.00 | dt: 2563ms | tok/sec: 51,133 | mfu: 78.6% | epoch: 1 | remaining: 2582s    
step 00419 (28.3%) | loss: 3.102434 | lrm: 1.00 | dt: 2582ms | tok/sec: 50,772 | mfu: 78.0% | epoch: 1 | remaining: 2579s    
step 00420 (28.4%) | loss: 3.086572 | lrm: 1.00 | dt: 2502ms | tok/sec: 52,395 | mfu: 80.5% | epoch: 1 | remaining: 2577s    
step 00421 (28.4%) | loss: 2.997938 | lrm: 1.00 | dt: 2524ms | tok/sec: 51,937 | mfu: 79.8% | epoch: 1 | remaining: 2574s    
step 00422 (28.5%) | loss: 3.019779 | lrm: 1.00 | dt: 2505ms | tok/sec: 52,315 | mfu: 80.4% | epoch: 1 | remaining: 2572s    
step 00423 (28.6%) | loss: 3.001661 | lrm: 1.00 | dt: 2491ms | tok/sec: 52,612 | mfu: 80.8% | epoch: 1 | remaining: 2569s    
step 00424 (28.6%) | loss: 2.973176 | lrm: 1.00 | dt: 2514ms | tok/sec: 52,141 | mfu: 80.1% | epoch: 1 | remaining: 2567s    
step 00425 (28.7%) | loss: 3.006470 | lrm: 1.00 | dt: 2507ms | tok/sec: 52,280 | mfu: 80.3% | epoch: 1 | remaining: 2564s    
step 00426 (28.8%) | loss: 3.008260 | lrm: 1.00 | dt: 2494ms | tok/sec: 52,564 | mfu: 80.8% | epoch: 1 | remaining: 2562s    
step 00427 (28.8%) | loss: 3.056429 | lrm: 1.00 | dt: 2491ms | tok/sec: 52,614 | mfu: 80.9% | epoch: 1 | remaining: 2559s    
step 00428 (28.9%) | loss: 2.986754 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,676 | mfu: 80.9% | epoch: 1 | remaining: 2557s    
step 00429 (29.0%) | loss: 2.952033 | lrm: 1.00 | dt: 2501ms | tok/sec: 52,400 | mfu: 80.5% | epoch: 1 | remaining: 2554s    
step 00430 (29.1%) | loss: 2.963048 | lrm: 1.00 | dt: 2491ms | tok/sec: 52,618 | mfu: 80.9% | epoch: 1 | remaining: 2552s    
step 00431 (29.1%) | loss: 2.951446 | lrm: 1.00 | dt: 2500ms | tok/sec: 52,437 | mfu: 80.6% | epoch: 1 | remaining: 2549s    
step 00432 (29.2%) | loss: 3.001156 | lrm: 1.00 | dt: 2519ms | tok/sec: 52,028 | mfu: 79.9% | epoch: 1 | remaining: 2547s    
step 00433 (29.3%) | loss: 3.064657 | lrm: 1.00 | dt: 2522ms | tok/sec: 51,974 | mfu: 79.9% | epoch: 1 | remaining: 2544s    
step 00434 (29.3%) | loss: 3.135355 | lrm: 1.00 | dt: 2549ms | tok/sec: 51,430 | mfu: 79.0% | epoch: 1 | remaining: 2541s    
step 00435 (29.4%) | loss: 3.161411 | lrm: 1.00 | dt: 2528ms | tok/sec: 51,846 | mfu: 79.7% | epoch: 1 | remaining: 2539s    
step 00436 (29.5%) | loss: 3.135931 | lrm: 1.00 | dt: 2515ms | tok/sec: 52,111 | mfu: 80.1% | epoch: 1 | remaining: 2536s    
step 00437 (29.5%) | loss: 3.180759 | lrm: 1.00 | dt: 2560ms | tok/sec: 51,208 | mfu: 78.7% | epoch: 1 | remaining: 2534s    
step 00438 (29.6%) | loss: 3.218736 | lrm: 1.00 | dt: 2524ms | tok/sec: 51,931 | mfu: 79.8% | epoch: 1 | remaining: 2531s    
step 00439 (29.7%) | loss: 3.244871 | lrm: 1.00 | dt: 2529ms | tok/sec: 51,833 | mfu: 79.6% | epoch: 1 | remaining: 2529s    
step 00440 (29.8%) | loss: 3.291290 | lrm: 1.00 | dt: 2541ms | tok/sec: 51,578 | mfu: 79.3% | epoch: 1 | remaining: 2526s    
step 00441 (29.8%) | loss: 3.213781 | lrm: 1.00 | dt: 2526ms | tok/sec: 51,882 | mfu: 79.7% | epoch: 1 | remaining: 2524s    
step 00442 (29.9%) | loss: 3.206321 | lrm: 1.00 | dt: 2541ms | tok/sec: 51,591 | mfu: 79.3% | epoch: 1 | remaining: 2521s    
step 00443 (30.0%) | loss: 3.160723 | lrm: 1.00 | dt: 2532ms | tok/sec: 51,773 | mfu: 79.6% | epoch: 1 | remaining: 2519s    
step 00444 (30.0%) | loss: 3.124404 | lrm: 1.00 | dt: 2538ms | tok/sec: 51,648 | mfu: 79.4% | epoch: 1 | remaining: 2516s    
step 00445 (30.1%) | loss: 3.140261 | lrm: 1.00 | dt: 2533ms | tok/sec: 51,745 | mfu: 79.5% | epoch: 1 | remaining: 2514s    
step 00446 (30.2%) | loss: 3.118872 | lrm: 1.00 | dt: 2542ms | tok/sec: 51,570 | mfu: 79.2% | epoch: 1 | remaining: 2511s    
step 00447 (30.2%) | loss: 3.144145 | lrm: 1.00 | dt: 2522ms | tok/sec: 51,968 | mfu: 79.9% | epoch: 1 | remaining: 2509s    
step 00448 (30.3%) | loss: 3.133914 | lrm: 1.00 | dt: 2531ms | tok/sec: 51,793 | mfu: 79.6% | epoch: 1 | remaining: 2506s    
step 00449 (30.4%) | loss: 3.122030 | lrm: 1.00 | dt: 2529ms | tok/sec: 51,822 | mfu: 79.6% | epoch: 1 | remaining: 2504s    
step 00450 (30.5%) | loss: 3.128467 | lrm: 1.00 | dt: 2527ms | tok/sec: 51,864 | mfu: 79.7% | epoch: 1 | remaining: 2501s    
step 00451 (30.5%) | loss: 3.135047 | lrm: 1.00 | dt: 2526ms | tok/sec: 51,896 | mfu: 79.7% | epoch: 1 | remaining: 2498s    
step 00452 (30.6%) | loss: 3.127252 | lrm: 1.00 | dt: 2530ms | tok/sec: 51,814 | mfu: 79.6% | epoch: 1 | remaining: 2496s    
step 00453 (30.7%) | loss: 3.186978 | lrm: 1.00 | dt: 2533ms | tok/sec: 51,751 | mfu: 79.5% | epoch: 1 | remaining: 2493s    
step 00454 (30.7%) | loss: 3.144364 | lrm: 1.00 | dt: 2529ms | tok/sec: 51,831 | mfu: 79.6% | epoch: 1 | remaining: 2491s    
step 00455 (30.8%) | loss: 3.124687 | lrm: 1.00 | dt: 2535ms | tok/sec: 51,694 | mfu: 79.4% | epoch: 1 | remaining: 2488s    
step 00456 (30.9%) | loss: 3.106482 | lrm: 1.00 | dt: 2523ms | tok/sec: 51,957 | mfu: 79.8% | epoch: 1 | remaining: 2486s    
step 00457 (31.0%) | loss: 3.128335 | lrm: 1.00 | dt: 2527ms | tok/sec: 51,865 | mfu: 79.7% | epoch: 1 | remaining: 2483s    
step 00458 (31.0%) | loss: 3.201629 | lrm: 1.00 | dt: 2526ms | tok/sec: 51,884 | mfu: 79.7% | epoch: 1 | remaining: 2481s    
step 00459 (31.1%) | loss: 3.160058 | lrm: 1.00 | dt: 2522ms | tok/sec: 51,969 | mfu: 79.9% | epoch: 1 | remaining: 2478s    
step 00460 (31.2%) | loss: 3.160331 | lrm: 1.00 | dt: 2524ms | tok/sec: 51,936 | mfu: 79.8% | epoch: 1 | remaining: 2476s    
step 00461 (31.2%) | loss: 3.183900 | lrm: 1.00 | dt: 2529ms | tok/sec: 51,822 | mfu: 79.6% | epoch: 1 | remaining: 2473s    
step 00462 (31.3%) | loss: 3.240563 | lrm: 1.00 | dt: 2524ms | tok/sec: 51,931 | mfu: 79.8% | epoch: 1 | remaining: 2471s    
step 00463 (31.4%) | loss: 3.211915 | lrm: 1.00 | dt: 2523ms | tok/sec: 51,950 | mfu: 79.8% | epoch: 1 | remaining: 2468s    
step 00464 (31.4%) | loss: 3.186412 | lrm: 1.00 | dt: 2523ms | tok/sec: 51,944 | mfu: 79.8% | epoch: 1 | remaining: 2466s    
step 00465 (31.5%) | loss: 3.141975 | lrm: 1.00 | dt: 2529ms | tok/sec: 51,818 | mfu: 79.6% | epoch: 1 | remaining: 2463s    
step 00466 (31.6%) | loss: 3.176644 | lrm: 1.00 | dt: 2533ms | tok/sec: 51,750 | mfu: 79.5% | epoch: 1 | remaining: 2461s    
step 00467 (31.7%) | loss: 3.234024 | lrm: 1.00 | dt: 2542ms | tok/sec: 51,554 | mfu: 79.2% | epoch: 1 | remaining: 2458s    
step 00468 (31.7%) | loss: 3.270264 | lrm: 1.00 | dt: 2538ms | tok/sec: 51,647 | mfu: 79.4% | epoch: 1 | remaining: 2455s    
step 00469 (31.8%) | loss: 3.239718 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,689 | mfu: 79.4% | epoch: 1 | remaining: 2453s    
step 00470 (31.9%) | loss: 3.244888 | lrm: 1.00 | dt: 2533ms | tok/sec: 51,748 | mfu: 79.5% | epoch: 1 | remaining: 2450s    
step 00471 (31.9%) | loss: 3.235185 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,690 | mfu: 79.4% | epoch: 1 | remaining: 2448s    
step 00472 (32.0%) | loss: 3.242197 | lrm: 1.00 | dt: 2541ms | tok/sec: 51,586 | mfu: 79.3% | epoch: 1 | remaining: 2445s    
step 00473 (32.1%) | loss: 3.293494 | lrm: 1.00 | dt: 2533ms | tok/sec: 51,745 | mfu: 79.5% | epoch: 1 | remaining: 2443s    
step 00474 (32.1%) | loss: 3.245532 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,693 | mfu: 79.4% | epoch: 1 | remaining: 2440s    
step 00475 (32.2%) | loss: 3.281455 | lrm: 1.00 | dt: 2534ms | tok/sec: 51,734 | mfu: 79.5% | epoch: 1 | remaining: 2438s    
step 00476 (32.3%) | loss: 3.227962 | lrm: 1.00 | dt: 2539ms | tok/sec: 51,618 | mfu: 79.3% | epoch: 1 | remaining: 2435s    
step 00477 (32.4%) | loss: 3.184497 | lrm: 1.00 | dt: 2530ms | tok/sec: 51,802 | mfu: 79.6% | epoch: 1 | remaining: 2433s    
step 00478 (32.4%) | loss: 3.111805 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,685 | mfu: 79.4% | epoch: 1 | remaining: 2430s    
step 00479 (32.5%) | loss: 3.069699 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,683 | mfu: 79.4% | epoch: 1 | remaining: 2428s    
step 00480 (32.6%) | loss: 3.140354 | lrm: 1.00 | dt: 2535ms | tok/sec: 51,697 | mfu: 79.4% | epoch: 1 | remaining: 2425s    
step 00481 (32.6%) | loss: 3.120514 | lrm: 1.00 | dt: 2538ms | tok/sec: 51,635 | mfu: 79.3% | epoch: 1 | remaining: 2422s    
step 00482 (32.7%) | loss: 3.230790 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,689 | mfu: 79.4% | epoch: 1 | remaining: 2420s    
step 00483 (32.8%) | loss: 3.135369 | lrm: 1.00 | dt: 2534ms | tok/sec: 51,723 | mfu: 79.5% | epoch: 1 | remaining: 2417s    
step 00484 (32.8%) | loss: 3.168972 | lrm: 1.00 | dt: 2534ms | tok/sec: 51,717 | mfu: 79.5% | epoch: 1 | remaining: 2415s    
step 00485 (32.9%) | loss: 3.171111 | lrm: 1.00 | dt: 2537ms | tok/sec: 51,659 | mfu: 79.4% | epoch: 1 | remaining: 2412s    
step 00486 (33.0%) | loss: 3.156713 | lrm: 1.00 | dt: 2536ms | tok/sec: 51,689 | mfu: 79.4% | epoch: 1 | remaining: 2410s    
step 00487 (33.1%) | loss: 3.164587 | lrm: 1.00 | dt: 2535ms | tok/sec: 51,696 | mfu: 79.4% | epoch: 1 | remaining: 2407s    
step 00488 (33.1%) | loss: 3.125576 | lrm: 1.00 | dt: 2538ms | tok/sec: 51,635 | mfu: 79.3% | epoch: 1 | remaining: 2405s    
step 00489 (33.2%) | loss: 3.125379 | lrm: 1.00 | dt: 2535ms | tok/sec: 51,701 | mfu: 79.4% | epoch: 1 | remaining: 2402s    
step 00490 (33.3%) | loss: 3.101102 | lrm: 1.00 | dt: 2537ms | tok/sec: 51,658 | mfu: 79.4% | epoch: 1 | remaining: 2400s    
step 00491 (33.3%) | loss: 3.009299 | lrm: 0.99 | dt: 2536ms | tok/sec: 51,674 | mfu: 79.4% | epoch: 1 | remaining: 2397s    
step 00492 (33.4%) | loss: 3.048651 | lrm: 0.99 | dt: 2537ms | tok/sec: 51,666 | mfu: 79.4% | epoch: 1 | remaining: 2395s    
step 00493 (33.5%) | loss: 3.063262 | lrm: 0.99 | dt: 2537ms | tok/sec: 51,669 | mfu: 79.4% | epoch: 1 | remaining: 2392s    
step 00494 (33.6%) | loss: 3.052890 | lrm: 0.99 | dt: 2538ms | tok/sec: 51,651 | mfu: 79.4% | epoch: 1 | remaining: 2390s    
step 00495 (33.6%) | loss: 2.982456 | lrm: 0.99 | dt: 2535ms | tok/sec: 51,696 | mfu: 79.4% | epoch: 1 | remaining: 2387s    
step 00496 (33.7%) | loss: 3.022459 | lrm: 0.99 | dt: 2539ms | tok/sec: 51,624 | mfu: 79.3% | epoch: 1 | remaining: 2384s    
step 00497 (33.8%) | loss: 3.102309 | lrm: 0.99 | dt: 2536ms | tok/sec: 51,677 | mfu: 79.4% | epoch: 1 | remaining: 2382s    
step 00498 (33.8%) | loss: 3.120310 | lrm: 0.99 | dt: 2537ms | tok/sec: 51,666 | mfu: 79.4% | epoch: 1 | remaining: 2379s    
step 00499 (33.9%) | loss: 3.148228 | lrm: 0.99 | dt: 2536ms | tok/sec: 51,681 | mfu: 79.4% | epoch: 1 | remaining: 2377s    
step 00500 (34.0%) | loss: 3.065474 | lrm: 0.99 | dt: 2537ms | tok/sec: 51,660 | mfu: 79.4% | epoch: 1 | remaining: 2374s    
step 00501 (34.0%) | loss: 3.061160 | lrm: 0.99 | dt: 2534ms | tok/sec: 51,715 | mfu: 79.5% | epoch: 1 | remaining: 2372s    
step 00502 (34.1%) | loss: 3.018356 | lrm: 0.99 | dt: 2538ms | tok/sec: 51,640 | mfu: 79.4% | epoch: 1 | remaining: 2369s    
step 00503 (34.2%) | loss: 3.046319 | lrm: 0.99 | dt: 2539ms | tok/sec: 51,614 | mfu: 79.3% | epoch: 1 | remaining: 2367s    
step 00504 (34.3%) | loss: 3.065466 | lrm: 0.99 | dt: 2540ms | tok/sec: 51,608 | mfu: 79.3% | epoch: 1 | remaining: 2364s    
step 00505 (34.3%) | loss: 3.005150 | lrm: 0.99 | dt: 2536ms | tok/sec: 51,690 | mfu: 79.4% | epoch: 1 | remaining: 2362s    
step 00506 (34.4%) | loss: 3.028810 | lrm: 0.99 | dt: 2535ms | tok/sec: 51,696 | mfu: 79.4% | epoch: 1 | remaining: 2359s    
step 00507 (34.5%) | loss: 3.074965 | lrm: 0.99 | dt: 2534ms | tok/sec: 51,731 | mfu: 79.5% | epoch: 1 | remaining: 2357s    
step 00508 (34.5%) | loss: 3.047380 | lrm: 0.99 | dt: 2536ms | tok/sec: 51,684 | mfu: 79.4% | epoch: 1 | remaining: 2354s    
step 00509 (34.6%) | loss: 3.031327 | lrm: 0.99 | dt: 2539ms | tok/sec: 51,630 | mfu: 79.3% | epoch: 1 | remaining: 2351s    
step 00510 (34.7%) | loss: 3.102236 | lrm: 0.99 | dt: 2538ms | tok/sec: 51,648 | mfu: 79.4% | epoch: 1 | remaining: 2349s    
step 00511 (34.8%) | loss: 3.078050 | lrm: 0.99 | dt: 2539ms | tok/sec: 51,617 | mfu: 79.3% | epoch: 1 | remaining: 2346s    
step 00512 (34.8%) | loss: 3.075159 | lrm: 0.99 | dt: 2535ms | tok/sec: 51,710 | mfu: 79.5% | epoch: 1 | remaining: 2344s    
step 00513 (34.9%) | loss: 3.073768 | lrm: 0.99 | dt: 2539ms | tok/sec: 51,628 | mfu: 79.3% | epoch: 1 | remaining: 2341s    
step 00514 (35.0%) | loss: 3.030541 | lrm: 0.99 | dt: 2538ms | tok/sec: 51,635 | mfu: 79.3% | epoch: 1 | remaining: 2339s    
step 00515 (35.0%) | loss: 3.009930 | lrm: 0.99 | dt: 2537ms | tok/sec: 51,669 | mfu: 79.4% | epoch: 1 | remaining: 2336s    
step 00516 (35.1%) | loss: 3.052236 | lrm: 0.99 | dt: 2534ms | tok/sec: 51,718 | mfu: 79.5% | epoch: 1 | remaining: 2334s    
step 00517 (35.2%) | loss: 2.995115 | lrm: 0.99 | dt: 2537ms | tok/sec: 51,659 | mfu: 79.4% | epoch: 1 | remaining: 2331s    
step 00518 (35.2%) | loss: 2.995394 | lrm: 0.99 | dt: 2535ms | tok/sec: 51,696 | mfu: 79.4% | epoch: 1 | remaining: 2329s    
step 00519 (35.3%) | loss: 2.971125 | lrm: 0.99 | dt: 2538ms | tok/sec: 51,653 | mfu: 79.4% | epoch: 1 | remaining: 2326s    
step 00520 (35.4%) | loss: 2.951436 | lrm: 0.99 | dt: 2533ms | tok/sec: 51,750 | mfu: 79.5% | epoch: 1 | remaining: 2324s    
step 00521 (35.5%) | loss: 2.928566 | lrm: 0.99 | dt: 2523ms | tok/sec: 51,940 | mfu: 79.8% | epoch: 1 | remaining: 2321s    
step 00522 (35.5%) | loss: 3.008708 | lrm: 0.99 | dt: 2527ms | tok/sec: 51,870 | mfu: 79.7% | epoch: 1 | remaining: 2319s    
step 00523 (35.6%) | loss: 2.984647 | lrm: 0.99 | dt: 2516ms | tok/sec: 52,094 | mfu: 80.1% | epoch: 1 | remaining: 2316s    
step 00524 (35.7%) | loss: 2.968125 | lrm: 0.99 | dt: 2527ms | tok/sec: 51,874 | mfu: 79.7% | epoch: 1 | remaining: 2313s    
step 00525 (35.7%) | loss: 3.028552 | lrm: 0.99 | dt: 2523ms | tok/sec: 51,943 | mfu: 79.8% | epoch: 1 | remaining: 2311s    
step 00526 (35.8%) | loss: 3.019943 | lrm: 0.98 | dt: 2532ms | tok/sec: 51,756 | mfu: 79.5% | epoch: 1 | remaining: 2308s    
step 00527 (35.9%) | loss: 2.998581 | lrm: 0.98 | dt: 2519ms | tok/sec: 52,027 | mfu: 79.9% | epoch: 1 | remaining: 2306s    
step 00528 (35.9%) | loss: 3.049409 | lrm: 0.98 | dt: 2524ms | tok/sec: 51,936 | mfu: 79.8% | epoch: 1 | remaining: 2303s    
step 00529 (36.0%) | loss: 3.092741 | lrm: 0.98 | dt: 2525ms | tok/sec: 51,915 | mfu: 79.8% | epoch: 1 | remaining: 2301s    
step 00530 (36.1%) | loss: 3.072938 | lrm: 0.98 | dt: 2526ms | tok/sec: 51,899 | mfu: 79.8% | epoch: 1 | remaining: 2298s    
step 00531 (36.2%) | loss: 3.047700 | lrm: 0.98 | dt: 2524ms | tok/sec: 51,920 | mfu: 79.8% | epoch: 1 | remaining: 2296s    
step 00532 (36.2%) | loss: 3.089670 | lrm: 0.98 | dt: 2526ms | tok/sec: 51,882 | mfu: 79.7% | epoch: 1 | remaining: 2293s    
step 00533 (36.3%) | loss: 3.085392 | lrm: 0.98 | dt: 2525ms | tok/sec: 51,903 | mfu: 79.8% | epoch: 1 | remaining: 2291s    
step 00534 (36.4%) | loss: 3.101808 | lrm: 0.98 | dt: 2527ms | tok/sec: 51,873 | mfu: 79.7% | epoch: 1 | remaining: 2288s    
step 00535 (36.4%) | loss: 3.146212 | lrm: 0.98 | dt: 2525ms | tok/sec: 51,911 | mfu: 79.8% | epoch: 1 | remaining: 2286s    
step 00536 (36.5%) | loss: 3.110761 | lrm: 0.98 | dt: 2526ms | tok/sec: 51,889 | mfu: 79.7% | epoch: 1 | remaining: 2283s    
step 00537 (36.6%) | loss: 3.065438 | lrm: 0.98 | dt: 2525ms | tok/sec: 51,910 | mfu: 79.8% | epoch: 1 | remaining: 2281s    
step 00538 (36.6%) | loss: 3.074971 | lrm: 0.98 | dt: 2540ms | tok/sec: 51,596 | mfu: 79.3% | epoch: 1 | remaining: 2278s    
step 00539 (36.7%) | loss: 3.040406 | lrm: 0.98 | dt: 2542ms | tok/sec: 51,558 | mfu: 79.2% | epoch: 1 | remaining: 2276s    
step 00540 (36.8%) | loss: 3.000341 | lrm: 0.98 | dt: 2538ms | tok/sec: 51,638 | mfu: 79.3% | epoch: 1 | remaining: 2273s    
step 00541 (36.9%) | loss: 2.967186 | lrm: 0.98 | dt: 2540ms | tok/sec: 51,597 | mfu: 79.3% | epoch: 1 | remaining: 2270s    
step 00542 (36.9%) | loss: 3.029626 | lrm: 0.98 | dt: 2533ms | tok/sec: 51,742 | mfu: 79.5% | epoch: 1 | remaining: 2268s    
step 00543 (37.0%) | loss: 3.098260 | lrm: 0.98 | dt: 2541ms | tok/sec: 51,591 | mfu: 79.3% | epoch: 1 | remaining: 2265s    
step 00544 (37.1%) | loss: 3.075304 | lrm: 0.98 | dt: 2537ms | tok/sec: 51,662 | mfu: 79.4% | epoch: 1 | remaining: 2263s    
step 00545 (37.1%) | loss: 3.104049 | lrm: 0.98 | dt: 2538ms | tok/sec: 51,637 | mfu: 79.3% | epoch: 1 | remaining: 2260s    
step 00546 (37.2%) | loss: 3.084210 | lrm: 0.98 | dt: 2540ms | tok/sec: 51,602 | mfu: 79.3% | epoch: 1 | remaining: 2258s    
step 00547 (37.3%) | loss: 3.098867 | lrm: 0.98 | dt: 2538ms | tok/sec: 51,639 | mfu: 79.4% | epoch: 1 | remaining: 2255s    
step 00548 (37.4%) | loss: 3.046957 | lrm: 0.98 | dt: 2539ms | tok/sec: 51,615 | mfu: 79.3% | epoch: 1 | remaining: 2253s    
step 00549 (37.4%) | loss: 3.024090 | lrm: 0.98 | dt: 2542ms | tok/sec: 51,562 | mfu: 79.2% | epoch: 1 | remaining: 2250s    
step 00550 (37.5%) | loss: 3.053350 | lrm: 0.97 | dt: 2543ms | tok/sec: 51,547 | mfu: 79.2% | epoch: 1 | remaining: 2248s    
step 00551 (37.6%) | loss: 3.079824 | lrm: 0.97 | dt: 2525ms | tok/sec: 51,908 | mfu: 79.8% | epoch: 1 | remaining: 2245s    
step 00552 (37.6%) | loss: 3.145434 | lrm: 0.97 | dt: 2526ms | tok/sec: 51,884 | mfu: 79.7% | epoch: 1 | remaining: 2243s    
